Annual_Income,Investment,Deduction,Tax
1381614,310274,80466,58631.1
2306744,265948,145749,268514.1
2716507,348139,15472,405868.8
1916561,349916,180548,127219.4
1026385,348260,230833,7364.6
2154514,165511,154800,250260.9
2547167,155787,165286,367828.2
1326419,177179,187721,54227.85
1256840,242552,219091,34519.7
1231489,63394,237652,49566.45
4393315,375247,45297,891831.3
4809512,320809,233439,976579.2
3522145,268662,215735,611324.4
469356,183497,197694,0.0
3781024,150753,138298,747591.9
3245353,233850,101068,573130.5
1925255,366504,78009,146148.4
734600,251088,109389,3706.15
1745318,391033,115666,97723.8
2158151,234367,145734,233415.0
3167167,370748,111738,505404.3
3539363,99918,181568,677363.1
2607761,235382,143737,368592.6
896231,187102,86720,17240.9
1019822,24638,232285,31289.9
3036202,219474,187014,488914.2
4459229,77000,149547,969804.6
4137875,29251,236360,861679.2
1899379,334791,47239,155204.7
2546482,370558,163975,303584.7
3007867,259949,202206,463713.6
3496582,246519,158243,627546.0
2642001,279229,22660,402033.6
2522133,339389,68200,334363.2
2566830,351213,183730,309566.1
2475653,89676,139267,374013.0
1483387,346126,33289,75595.8
300818,384490,149060,0.0
2499119,374298,49974,322454.1
2701603,368334,173124,348043.5
1747116,72203,233864,138209.8
4562946,74617,110437,1013367.6
3156273,378455,55154,516799.2
445428,388181,12421,0.0
4144099,100212,70149,892121.4
4845772,275752,79467,1047165.9
4539991,288149,212633,911762.7
4057114,222478,182656,795594.0
4231048,199307,246502,835571.7
3540633,294117,137058,632837.4
1432618,329120,36176,70098.3
1921179,37804,132880,225148.5
345494,108613,57540,0.0
3247439,329420,235965,504616.2
3478409,44680,186377,674205.6
3264130,343111,178345,522802.2
4997492,36862,229873,1119227.1
2361278,107438,183441,321119.7
4138832,255953,54827,848415.6
4785751,190625,220003,1012536.9
466651,219646,104697,0.0
1790856,80313,139262,171384.3
3704520,184033,53930,739967.1
855502,313706,131211,5529.25
2785244,177137,76334,459531.9
1810155,183156,144534,146493.0
4290114,396890,115799,833227.5
1861589,333182,122095,131262.4
718163,270982,106202,2048.95
1089812,88116,60479,51182.55
1020008,112080,17449,44047.9
4748907,82278,199110,1040255.7
3250102,130549,201832,575316.3
4181926,131937,55190,898439.7
1294654,335940,171235,33747.9
2628772,162349,237688,368620.5
3726452,256999,189314,684041.7
3647559,380668,42953,667181.4
598737,86411,231661,0.0
3071562,228262,49799,538050.3
1699299,211141,22288,143174.0
1762185,86732,168545,152072.4
3014630,202933,168663,492910.2
431601,281200,246060,0.0
4512986,305542,169463,911394.3
3618737,99906,19877,749686.2
2794544,48517,232175,454155.6
1545129,376539,83127,72819.45
3749585,217855,111053,726203.1
1664780,306708,137245,94165.4
2278217,269717,239111,230816.7
909297,393698,242321,0.0
2814878,27111,98482,506785.5
1412936,120190,62550,96039.2
839306,151382,231378,7827.3
1695819,169060,116364,132079.0
4160920,173115,151566,850871.7
2483969,372624,10078,330380.1
442803,121850,87674,0.0
1909848,254727,93041,168624.0
3162035,109937,111525,582171.9
2703039,168453,18977,454682.7
3546581,315408,127549,631087.2
2225516,173141,42593,302934.6
4778458,194036,231630,1005837.6
4652140,217806,210826,967052.4
4577219,128841,212337,970812.3
4640985,288054,143795,962740.8
1052491,91020,19773,51254.7
1027150,217184,190582,16938.4
3567568,268920,208373,627082.5
3277929,314965,174644,536496.0
1021469,396437,220675,5217.85
2571991,151065,212257,362600.7
1926099,315140,94650,154892.7
2340651,373034,179831,236335.8
3965526,115765,235948,784143.9
1024456,282069,24539,26784.8
3204233,228630,50593,577503.0
1143155,217592,186094,28946.9
777169,45044,108446,17367.9
4031876,324953,135114,771542.7
2147465,184371,103671,257826.9
2513567,361391,135049,305138.1
4915770,227835,70765,1085151.0
2320569,213719,248691,257447.7
1566461,224636,174123,85155.3
397733,364625,106782,0.0
4279251,315001,223375,822262.5
544977,58503,191802,0.0
2974006,216289,103984,496119.9
1369816,177054,225937,55023.75
2978338,278416,186314,454082.4
2556456,383593,221975,285266.4
4221183,335406,207231,803563.8
4222369,380218,43312,839651.7
4800038,289703,17586,1047824.7
3476250,56549,92833,698060.4
2720950,138755,135017,434153.4
3016952,317303,94463,481555.8
651176,201442,202148,0.0
1321038,79289,203471,65741.7
1293423,238147,120491,50217.75
2102829,98740,159203,253465.8
2767626,284396,25020,437463.0
342889,253267,215843,0.0
4533256,160938,108170,979244.4
967884,397607,69523,10037.7
4859635,279128,85043,1048639.2
3048945,189069,73477,535919.7
4665880,147661,103420,1024439.7
3352923,277519,212316,558926.4
2845301,145645,100334,479796.6
1115796,27553,211139,42710.4
3203661,183903,204173,544675.5
2649940,87323,172854,416928.9
3387877,272851,120918,598232.4
4698388,64810,39904,1078102.2
379466,388517,94073,0.0
2361740,78719,242075,312283.8
4231576,262020,226312,822973.2
3557657,227542,207174,636882.3
1844575,312139,231813,110124.6
1982329,249077,239213,148807.8
2107084,214029,176575,214944.0
1644994,152749,217317,104985.6
4764057,375922,92644,988647.3
4080405,304036,235544,762247.5
1796557,47057,132507,185097.9
3335689,213637,194272,578334.0
4499790,270696,72927,946850.1
3450890,136089,62050,675825.3
279882,392596,44232,0.0
2925518,80753,232491,483682.2
3192318,195103,90656,571967.7
1537256,342419,74021,78122.4
4619202,198953,52914,1010200.5
1648705,203937,73856,124182.4
806831,137819,121290,12386.1
898567,248140,56798,14681.45
4847577,201756,189858,1036788.9
3638449,95705,48382,748308.6
1079347,76438,33473,55415.4
939517,382246,173993,4163.9
623519,77314,131451,5737.7
3292398,312884,245835,520103.7
2280888,227360,171067,264738.3
1287904,76010,161522,67555.8
4619246,145871,240186,969956.7
3460557,128159,190374,642607.2
3117042,292733,214745,482869.2
1833452,293539,25765,154244.4
1141712,163905,102334,42547.3
2293419,348278,215878,218778.9
522743,230975,76314,0.0
584738,169500,187462,0.0
4728597,106491,161705,1038120.3
3537008,141656,63120,699669.6
447170,276971,50435,0.0
4624296,370240,89843,949263.9
4239174,305570,112900,846211.2
2824584,275813,17357,459424.2
2958562,130128,78089,525103.5
2815513,217405,38820,467786.4
3478939,325607,30487,636853.5
3817008,353393,89507,712232.4
697095,60079,32188,15482.8
3522262,171476,88416,678711.0
2735500,144805,41310,464815.5
3831884,353591,145636,699797.1
2951433,155026,245840,465170.1
1235979,390267,229707,16600.5
1085358,116411,104658,41428.9
1729995,258356,30062,138315.4
2042837,271399,89671,204530.1
2221472,337475,153487,219153.0
4648884,38440,79241,1059360.9
1329229,78407,242734,61213.2
1390441,232436,19044,80844.15
3873664,313042,178022,714780.0
1444447,197792,161421,72785.1
1837916,256478,179040,130479.6
2484268,65428,244005,352450.5
4664679,297571,163789,960995.7
2853087,173241,72263,482274.9
4068362,381895,66917,785865.0
1533596,65419,179443,107746.8
299892,264488,211082,0.0
595535,218559,18647,2916.45
3651944,369634,155262,638114.4
3368113,361507,115479,567338.1
1457935,356645,221277,43001.3
1033059,118632,108533,35589.4
2472854,291129,33191,344560.2
4517831,183713,138526,958677.6
3542239,173969,108259,678003.3
1165108,196724,130282,38810.2
2634272,157045,178859,389510.4
3216227,348817,111781,526688.7
3070377,122776,193582,526205.7
1668351,76718,90840,150237.9
3976713,121578,223751,789415.2
844670,88809,118286,18757.5
1053083,304771,71885,22642.7
430116,72621,175206,0.0
4458937,379873,165972,873927.6
4523468,206156,75702,972483.0
1037001,35151,226656,32519.4
4567729,95691,67924,1021234.2
545182,370628,213958,0.0
1478736,90172,236118,82866.9
1502825,254722,179535,70285.2
2552690,210291,134679,362316.0
972153,266996,237142,8400.75
3862730,117185,54587,807287.4
3696010,129242,70197,748971.3
2819395,57236,198276,469164.9
3582951,218954,166820,659153.1
3244324,283186,182803,533500.5
561416,204990,76463,0.0
387980,171562,86636,0.0
2751212,277648,88779,415435.5
4670605,384179,171850,934372.8
1074765,390213,182637,10095.75
1157651,354982,218706,14198.15
1643749,135148,128788,125962.6
1600417,232902,63246,110853.8
1240391,342794,188258,25933.9
4499367,153374,131671,964296.6
837069,62311,140430,18432.8
4197061,320405,188724,806379.6
3406366,141834,56558,662392.2
2565138,37171,41244,446016.9
4665972,323370,166649,952785.9
4959822,311471,226965,1026415.8
799666,352772,207021,0.0
4233027,102473,39386,927350.4
1416747,84223,204739,79167.75
4134817,257401,32312,853531.2
3385392,230425,225006,578988.3
2309417,95315,117983,328835.7
4438432,124755,18718,988487.7
2658359,345768,75536,371116.5
2082760,377794,116766,176460.0
2692367,54281,241907,418853.7
2789065,341414,158527,386737.2
2406719,371489,57078,293445.6
2276091,197176,25542,316011.9
1440334,41735,127575,104204.8
4350681,392043,131204,848230.2
3981622,113173,206309,798642.0
966079,158077,139562,21844.0
3337686,339708,152842,553540.8
1204227,333640,132593,28799.4
3163461,312042,110299,522336.0
4693769,398803,144649,945095.1
2571741,122742,123211,397736.4
2885466,131184,130897,487015.5
4322476,327168,175549,845927.7
4739929,259552,24322,1036816.5
4271340,265735,179957,847694.4
3648499,165484,67813,724560.6
308031,311522,61442,0.0
2168135,394735,149600,187140.0
2701550,139849,214578,404136.9
2331552,113638,158211,317910.9
4786672,360724,238472,956242.8
2434847,275170,119097,312174.0
1428642,182381,85447,84122.1
2891532,153507,17212,516243.9
4361932,129470,44867,956278.5
1880969,280236,74662,157821.3
1984441,252474,108716,186975.3
1502876,154458,234796,77043.3
4735003,222048,57672,1036584.9
2943374,65503,91682,535856.7
3210841,128312,70624,603571.5
2842859,136465,144065,468698.7
2168715,92939,21654,316236.6
741513,194536,10246,11836.55
2427890,350619,66714,303167.1
4780044,102758,54738,1086764.4
4574917,178349,180817,964725.3
4517905,368823,197730,885405.6
3425601,74012,231595,635998.2
1990584,154210,66247,231038.1
3467196,277638,236843,585814.5
4116217,219770,220264,802854.9
387405,22752,156250,0.0
371173,45765,128055,0.0
296638,131193,38906,0.0
1412496,20837,143761,99579.6
2757413,114010,174427,440692.8
4091829,147977,77004,860054.4
4401538,263762,75768,918602.4
2355039,76997,180725,329195.1
2314798,186573,132699,298657.8
3100418,263977,138881,509268.0
3369810,371752,155304,552826.2
1071929,123510,99060,39935.9
4022217,219261,110190,807829.8
2277842,141907,26693,332772.6
984459,80594,231072,22279.3
2637842,105269,166591,409794.6
2556648,383758,101019,321561.3
3039850,57448,209356,531913.8
1726075,235378,184557,111228.0
2953934,189031,77136,506330.1
3867114,385123,249667,669697.2
558710,98340,210431,0.0
4791912,363890,128002,990006.0
4153869,224241,39027,867180.3
4526295,159384,74307,987781.2
2701976,337138,178770,355820.4
3447860,105765,15729,697909.8
2602221,285028,67143,375015.0
4930018,391257,244937,988147.2
3030596,40522,55932,580242.6
4290015,25623,156138,932476.2
3487355,293604,126529,620166.6
372772,30234,159092,0.0
4327411,214650,220038,867816.9
1227469,240708,246952,28980.9
1557589,329049,126363,75326.55
4246228,180492,203248,858746.4
1715741,186885,77326,140306.0
956412,135492,209752,16116.8
3051329,58353,120016,561888.0
541799,54985,180807,300.35
438874,324399,236774,0.0
2558436,371341,190379,299014.8
723818,81590,164370,8892.9
4379014,141282,51893,955751.7
3285865,330027,231759,517223.7
4133424,206390,134213,837846.3
4687022,71566,112647,1050842.7
967167,20650,52411,44410.6
2894526,192009,195387,452139.0
3481365,41299,162004,683418.6
4078295,46862,179078,855706.5
4813782,298456,197740,995275.8
1974833,293087,246212,137106.8
837371,350878,88732,4888.05
3490756,145560,142011,660955.5
2163514,72879,152723,281373.6
912643,217810,19285,22554.8
4014040,139652,82626,837528.6
3910880,215082,194165,750489.9
457627,344020,37077,0.0
3896277,290649,210970,718397.4
1842210,302642,188906,120132.4
3168634,127679,191685,554781.0
4134485,167577,69757,869145.3
2241226,280167,54733,271897.8
1680360,213590,165391,110275.8
1079119,306888,35786,28644.5
2147871,335417,160754,195510.0
4435011,361239,208823,859484.7
2740959,48544,16275,502842.0
1304853,26864,202666,71298.45
3636243,371458,53791,663298.2
2019819,361914,80353,173265.6
536885,48593,161558,1336.7
4826168,283873,153882,1016523.9
3695083,64515,114135,754929.9
1785410,317080,59402,131785.6
599760,32413,156099,5562.4
1989549,329796,171407,147669.2
1486664,49764,214037,94572.6
4663905,83784,225159,1006488.6
3080434,196813,229183,496331.4
546177,224276,86868,0.0
3656433,360940,171656,637151.1
3850937,96844,52245,810554.4
262938,147610,25077,0.0
1429418,210845,118283,75043.5
1244199,144887,158924,51058.2
2169398,94432,128721,283873.5
3864962,387088,60654,725166.0
3495100,170355,71663,675924.6
3672578,236199,16600,725933.7
1435622,45282,211422,86837.7
4442907,355354,185469,870625.2
795501,247448,80580,8373.65
4136101,335128,26411,832368.6
4192571,379640,74364,821570.1
2262236,286865,230890,223344.3
1761602,311341,51860,129680.2
2596118,177245,182880,370797.9
4889596,283210,75636,1059225.0
3715495,390586,200521,637316.4
1328290,274047,25383,64329.0
939746,79418,227502,18282.6
3767155,278883,66546,726517.8
4761496,87454,177080,1049088.6
605439,358406,189688,0.0
4456330,165354,152581,941518.5
1931063,175887,187987,170156.7
3230858,267087,173838,536979.9
538988,224056,140771,0.0
4336679,207583,139386,896913.0
2699711,348822,208096,342837.9
4499012,137911,44221,995064.0
2804293,105768,192025,451950.0
1874438,349095,202932,114482.2
2759180,26374,214692,455434.2
4106397,46974,169764,866897.7
2257708,250136,104843,270818.7
1553027,220250,185472,82095.75
689844,234544,112863,2121.85
537249,51914,212848,0.0
4775605,70014,83353,1086671.4
1647955,29347,109819,152636.7
1020802,372612,120417,11388.65
4708795,210087,91248,1022238.0
3097534,371273,25964,510089.1
4229810,217936,168814,852918.0
4592486,169832,198439,967264.5
3269579,236233,204939,548522.1
957161,112103,198811,19624.7
4900291,97599,44195,1127549.1
4569230,248238,212693,932489.7
331147,233873,238999,0.0
1842063,94266,237149,153194.4
4283743,144737,185236,886131.0
2467939,279578,158469,308967.6
738633,296201,181119,0.0
3146355,311258,243602,477448.5
3521335,207287,247987,619818.3
3282954,263762,78885,582092.1
417071,38580,188951,0.0
2025823,234942,245452,163628.7
4900188,29802,22157,1154468.7
2915880,370001,132445,424030.2
2664551,121467,72214,441261.0
322219,384911,244563,0.0
3057501,155747,23885,563360.7
2096252,165130,117922,243960.0
4014610,200073,148090,799934.1
3042063,188591,227262,487863.0
616042,222827,89127,204.4
2514381,166517,215263,339780.3
1587900,371594,10389,91183.4
1115048,246238,180731,23807.9
1526137,126039,26519,124715.8
2909245,258159,45224,481758.6
2753821,310839,225263,365315.7
1488669,378114,67944,66391.65
2441951,202299,33497,361846.5
1174914,231064,166266,32758.4
855750,312329,150840,4629.05
429340,371836,169417,0.0
4486343,328052,130784,908252.1
3104414,194703,152189,527256.6
1346376,398854,48274,44924.8
2650057,22078,198424,428866.5
3046175,378030,84931,474964.2
3305068,261518,19913,607091.1
491324,174850,197835,0.0
4953966,174469,149857,1088892.0
4872887,163409,218560,1047275.4
3909248,264437,117101,758313.0
3717766,288155,229012,660179.7
483229,399268,44237,0.0
1087876,190927,89987,35696.2
3298925,357676,191919,524799.0
1338894,251106,40964,67023.6
3039530,66845,109610,558922.5
374078,171118,15332,0.0
289759,369174,36263,0.0
4823483,26618,245173,1065507.6
3200161,354579,57554,536408.4
4811679,184251,161439,1039796.7
1282203,218589,152990,46593.6
1141111,274613,117544,29895.4
2632778,258915,224727,344740.8
4924837,138158,63480,1116959.7
3267721,98014,204051,589696.8
4835941,131550,160815,1063072.8
4693131,374109,215484,931061.4
495256,188435,81863,0.0
2368670,278627,57354,309806.7
660275,135503,167986,2839.3
2079210,162769,232132,205292.7
844091,166494,49709,17788.8
321524,320524,234614,0.0
1817431,378021,217471,94387.8
1126004,80857,239680,35546.7
2224760,218645,77933,278454.6
3082761,226130,25698,549279.9
2342195,303403,163523,262580.7
2010828,92622,241902,202891.2
1420407,42792,115463,102430.4
1018976,167462,153489,24802.5
4881004,185276,42954,1095832.2
1493517,375795,72884,66725.7
1474858,371727,173311,49473.0
2142608,364758,77100,210225.0
4784945,172543,180653,1029524.7
882899,279514,110213,9658.6
3533287,296407,233466,601024.2
4242852,342453,116773,835087.8
2933552,334595,238453,408151.2
1198614,352523,158938,23715.3
3634768,97969,198128,701601.3
3104891,162631,31266,573298.2
3387358,345872,229970,543454.8
4792709,24952,121847,1093773.0
4635500,343870,183909,932316.3
4141386,322754,153724,799472.4
2012204,249401,23789,221704.2
2309636,106467,124624,323563.5
3630795,153225,153827,697122.9
3792140,114447,52608,787525.5
4781536,388971,175764,965040.3
4186906,117167,40667,908721.6
2528569,320073,78234,339078.6
4362452,316764,57929,896327.7
593275,257099,134177,0.0
1320639,138818,199767,57308.1
3860680,145803,233415,744438.6
4416932,30623,90789,988656.0
1475619,105504,89671,106088.8
4578974,23809,233212,996585.9
2357716,143690,68561,343639.5
3113564,112907,206374,538284.9
3912667,202118,92191,785507.4
2659021,129502,126011,421052.4
4006150,344640,116055,763636.5
2453092,255614,241619,286757.7
